variant,label,color,seeds,mean_reward_return_mean,mean_reward_return_std,mean_return_rate_mean,mean_return_rate_std,annualized_sharpe_ratio_mean,annualized_sharpe_ratio_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std
dqn,DQN,#4E79A7,3,-16.963889085791177,12.003811902807266,0.03596685047166283,0.04957036323304615,5.270985342907205,4.012631170447987,-0.0644166656838223,0.07759892011229294,0.027777777777777776,0.039283710065919304
ddqn,Double DQN,#F28E2B,3,130.3194443622811,194.54672444265287,0.11230710278853517,0.10005599582689649,7.4086352689149,9.41569691731391,-0.1243260645332341,0.08787471006545743,0.3333333333333333,0.4714045207910317
dueling_ddqn,Dueling DDQN,#59A14F,3,132.6861110538658,94.03570936956795,0.10378907259455011,0.07281574892181852,10.613088442357476,6.028490884614715,-0.14850908458504697,0.05684435266676121,0.5833333333333334,0.42491829279939874
d3qn_per_nstep,D3QN + PER + 3-step,#E15759,3,79.31111104703612,112.16284888959709,0.08641412374838152,0.11006294197824255,10.30287000514118,7.623998183110779,-0.08148633305870123,0.09237357867612371,0.25,0.3535533905932738
d3qn_per_nstep_noisy,D3QN + PER + 3-step + Noisy,#B07AA1,3,-8.366666791339716,11.832253648169212,0.07289372613689532,0.051566458048448206,5.7643867530786626,4.081526218891579,-0.032228232473472666,0.023531170867375988,0.0,0.0
