variant,label,seed,color,mean_reward_return,median_reward_return,std_reward_return,mean_return_rate,sharpe_ratio,annualized_sharpe_ratio,win_rate,max_drawdown,avg_holding_time_steps,turnover_ratio,blocked_trade_rate,invalid_sell_rate,executed_trade_rate,mean_position_ratio,max_position_ratio,mean_effective_max_exposure_ratio,exposure_cap_hit_rate,episodes,epsilon,periods_per_year
dueling_ddqn_returns_account,Dueling DDQN (returns + account),7,#8CD17D,1.75,0.0,5.3091901453988255,0.24279500897339434,0.9327164746616249,14.806415014125223,0.1,-0.2023085473486093,251.0,1.2573349922215677,0.0,0.0,0.5053571428571428,0.9403576042184563,1.0,1.0,0.9017928286852589,20.0,0.0,252.0
dueling_ddqn_returns_account,Dueling DDQN (returns + account),21,#8CD17D,-0.360000005364418,-0.30000000447034836,0.2653299871821569,-1.000088900582341e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0
dueling_ddqn_returns_account,Dueling DDQN (returns + account),42,#8CD17D,48.0,75.0,108.67842472174502,-0.0011999696888931044,-0.09794971048347381,-1.5549034495802876,0.8,-0.007101784026474401,251.0,0.998799669810453,0.0,0.0,0.13705179282868524,0.003985374531316093,0.49822858500323786,1.0,0.0,20.0,0.0,252.0
d3qn_per_nstep_returns_account,D3QN + PER + 3-step (returns + account),7,#FF9D9A,0.0,0.0,0.0,-1.000088900582341e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0
d3qn_per_nstep_returns_account,D3QN + PER + 3-step (returns + account),21,#FF9D9A,-6.795000172033906,-9.650000181049109,7.714757043405194,0.12269131637068353,0.9273989687182559,14.722002224197649,0.15,-0.15359139664755694,69.30833333333334,3.6540204082208865,0.0,0.5203706096400393,0.29990810619702296,0.5258512444586225,0.9873174123832692,1.0,0.39262948207171317,20.0,0.0,252.0
d3qn_per_nstep_returns_account,D3QN + PER + 3-step (returns + account),42,#FF9D9A,0.0,0.0,0.0,0.2429502227410459,0.9079275104058045,14.412902406046603,0.0,-0.2162181525239061,251.0,0.9994003597841296,0.0,0.0,0.003984063745019919,1.0,1.0,1.0,1.0,20.0,0.0,252.0
dueling_noisy_full_sigma05_returns_account,Noisy Full (returns + account),7,#A0CBE8,0.0,0.0,0.0,0.21250984987469682,0.8493252534934695,13.482620417703677,0.0,-0.21209049466934485,251.0,0.9994003597841296,0.0,0.0,0.010204081632653062,0.9408769316271032,1.0,1.0,0.8804780876494023,20.0,0.0,252.0
dueling_noisy_full_sigma05_returns_account,Noisy Full (returns + account),21,#A0CBE8,0.0,0.0,0.0,0.2438754160889633,0.9132530650041228,14.497442964410483,0.0,-0.2155118407864749,251.0,0.9994003597208669,0.0,0.0,0.1376494023904382,0.9960160137892231,0.9999999999531177,1.0,0.9237051792828683,20.0,0.0,252.0
dueling_noisy_full_sigma05_returns_account,Noisy Full (returns + account),42,#A0CBE8,-25.100000374019146,-25.100000374019146,0.0,-1.000088900582341e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,252.0
